t,value,regime
193,-0.2212485655923959,0
194,0.1507702819588356,0
195,1.1306653508368272,0
196,-0.12626076223759958,0
197,-1.4028782442698111,0
198,-0.5646538452249025,0
199,-0.3214464935297268,0
200,0.5973497425291108,0
201,0.6176728420546538,0
202,-0.2404672111271711,0
203,0.11479050732324203,0
204,-0.04956169158570246,0
205,-0.6233629070517309,0
206,0.04521388726678062,0
207,0.18532891914100877,0
208,-0.5316337845235097,0
209,0.11955788530477175,0
210,0.5665250061863243,0
211,-0.8560529211134592,0
212,0.09664387146015645,0
213,0.39490036217864555,0
214,0.5159907197888642,0
215,-0.5555135273641308,0
216,-0.1931971046867087,0
217,0.02040726585625788,0
218,0.5306345471585598,0
219,0.9848998954120816,0
220,0.11484375634624892,0
221,0.6435347714030348,0
222,-0.08662142653729293,0
223,-0.17489136143748443,0
224,0.5433563760914235,0
225,0.8199767173693346,0
226,0.9427584447967955,0
227,-0.35748049370652374,0
228,-0.5005444158177977,0
229,0.8379959970845495,0
230,-1.0607230142831228,0
231,-0.10461229831504457,0
232,-0.30913981234172316,0
233,0.7052387370475728,0
234,0.07017949658760884,0
235,0.26994293480927695,0
236,0.09081955619013098,0
237,-0.12724595560161683,0
238,0.29355592657992746,0
239,-0.4684920594714662,0
240,-0.520581077253698,0
241,-0.2153073498762051,0
242,-0.09699815762522647,0
243,-0.3644520235609,0
244,0.055893848901196544,0
245,1.1067304865735437,0
246,-0.13496466436648327,0
247,0.45224502554135676,0
248,-0.15104635573215378,0
249,0.5853724030911185,0
250,-0.5750812376350274,0
251,0.4509071369932346,0
252,0.17774156194004864,0
253,0.20752371288905241,0
254,-0.6316546518754624,0
255,-0.2321208636317178,0
256,0.6821793005563664,0
257,-0.7646091911615434,0
258,-0.20373057936065747,0
259,0.2279178396834839,0
260,0.9834788212776773,0
261,0.6043468869909718,0
262,0.6857429084538891,0
263,-0.23353075065184256,0
264,0.09563868721773032,0
265,-0.3724793999562126,0
266,-0.1546793913389611,0
267,0.054892077956344335,0
268,-0.37998790462687293,0
269,0.6579023502852984,0
270,0.020735520988897263,0
271,-0.18455554274250344,0
272,-0.4428528517001735,0
273,0.6264297548833582,0
274,0.32438986933832786,0
275,-0.1497655159194395,0
276,-0.6074776518095656,0
277,0.3925508465284589,0
278,-0.08577080770942638,0
279,0.47033614612352115,0
280,0.002059370539436969,0
281,0.7026243554133061,0
282,-0.03273437043750463,0
283,3.1479914347336435,1
284,1.5793020333444303,1
285,-0.6778215187618379,0
286,-0.15279463844394184,0
287,0.77311505028193,0
288,0.13436406012556004,0
289,-0.2668246900468073,0
290,0.04179707769940092,0
291,0.5723897394759614,0
292,0.18608102876036803,0
293,-0.09735168613096974,0
294,-0.847613483830257,0
295,0.8378468032887313,0
296,-0.46494961300204757,0
297,0.528295457070251,0
298,-0.7759253533826778,0
299,-0.2779373892402801,0
300,-0.4346255109004233,0
301,0.42657374190336866,0
302,-0.29041020752220603,0
303,0.28268356267385375,0
304,0.870577271883638,0
305,0.061501937813953286,0
306,-0.44520845418493393,0
307,-0.15826333176993143,0
308,-0.5041242049285469,0
309,0.4190134619903706,0
310,0.3481602466861158,0
311,0.15143929507950693,0
312,-0.53039239527207,0
313,-1.0991703358581126,0
314,-0.17872485022777787,0
315,-0.16465944864893783,0
316,-0.48977230914169345,0
317,-0.44910868518215025,0
318,-0.18961873552148556,0
319,0.3921234294611554,0
320,-1.0461119792211493,0
321,-0.24955579111169982,0
322,0.4490116228230069,0
323,-1.090203210350715,0
324,-0.08070107687571185,0
325,0.01563973283744765,0
326,0.051609337696195086,0
327,3.63423512418563,1
328,-0.05601679935014491,1
329,-1.3807737447055302,1
330,-0.9000395332925822,1
331,0.0800507547055565,1
332,-1.836834804393756,1
333,-3.090196468827826,1
334,-1.6158499911618989,1
335,-0.5722244765835586,1
336,3.3067035572621575,1
337,-1.2781931943082891,1
338,-1.2119387224628384,1
339,-2.7627583519301457,1
340,2.6801377272481135,1
341,0.7359952048383228,1
342,1.6110071255162812,1
343,0.9398314269414985,1
344,-0.35608225592021,0
345,0.10384619782146672,0
346,-0.49421096446921225,0
347,0.23675843938686408,0
348,0.5990067269083454,0
349,1.2921168396999825,0
350,-0.4427064807350642,0
351,0.617430779973868,0
352,0.43930037671117883,0
353,-0.5818203761909131,0
354,0.12218518756487201,0
355,0.6815217781838098,0
356,-0.3141865531269245,0
357,0.22077141888516977,0
358,-0.07917295060977872,0
359,0.17660532945557328,0
360,-0.3640151905952218,0
361,0.045921373442148555,0
362,0.24052093505621455,0
363,-0.26966118652564997,0
364,-0.412634259055727,0
365,-0.032363254191504175,0
366,-0.25055309752650085,0
367,0.018240715608702225,0
368,-0.37783842123273154,0
369,0.44820793907848927,0
370,0.13566773914963132,0
371,-0.7047009653734898,0
372,0.7282674464804784,0
373,-0.41611683553468154,0
374,-0.16896600204780482,0
375,0.5753824203533918,0
376,-0.39690201170363354,0
377,1.030824841256459,0
378,-4.6529073071977045,1
379,-5.777308240382865,1
380,0.4473482908296069,1
381,-2.871122274861766,1
382,0.16225948950050278,1
383,-1.6852395938459346,1
384,-0.601782844227764,1
385,0.14462955038419326,0
386,0.049861990448221906,0
387,-0.1267994617203109,0
388,-0.2374240375592303,0
389,-0.10646666329684298,0
390,-0.3423729416962065,0
391,0.5897118651256544,0
392,-0.532081164525284,0
393,0.137513530560318,0
394,0.16601918610048194,0
395,-0.8883373987406723,0
396,0.15949584202417413,0
397,0.567003409950618,0
398,-0.10986934104793489,0
399,0.3372286811180061,0
400,-0.03323870225036326,0
401,0.0806453982012045,0
402,0.427390045602204,0
403,-0.08329166618614993,0
404,0.2828014988420575,0
405,-0.776017270385591,0
406,0.050169233770190606,0
407,-0.8862313590968162,0
408,-0.2079261928761592,0
409,-0.34166478764103264,0
410,0.2070573217354042,0
411,-0.2113287502733738,0
412,0.9297774711824062,0
413,-0.19660215963110553,0
414,-0.5303124062529919,0
415,-1.0426385565928635,0
416,-0.012628989721488518,0
417,-0.1675840684962654,0
418,0.38487719564621786,0
419,0.43675436554157504,0
420,0.38464605059091705,0
421,-0.4606073708786147,0
422,-0.6215785579465376,0
423,-0.21174750977031168,0
424,-0.45492674342374817,0
425,0.0670025469543828,0
426,-0.14997568736149042,0
427,0.35693551065541984,0
428,-0.263092980708182,0
429,-0.9264565520721424,0
430,0.3425287169410515,0
431,1.2864032195149822,0
432,0.31916101926398976,0
433,-0.7791009565687016,0
434,-0.7439792454479637,0
435,0.8011259397978098,0
436,-0.06862221083166682,0
437,-0.0055814657839714735,0
438,-0.2874621193450323,0
439,0.49611973983909524,0
440,0.10512455124408221,0
441,-0.6026223110097751,0
442,-0.25142635731004204,0
443,-0.14503134748193394,0
444,-0.23768489654134364,0
445,0.37120835302248645,0
446,-0.4363651745804628,0
447,-0.21499417426060866,0
448,0.8212737659162521,0
449,0.8697169224341073,0
450,0.9505967297554255,0
451,0.20919485402994353,0
452,1.6790276805166569,1
453,-1.5955744805276282,1
454,-1.4003660184982183,1
455,-2.9773398074171684,1
456,0.9953639424648868,1
457,1.436422362693867,1
458,1.1947423601758616,1
459,-0.6530973133994791,1
460,-0.18902356872187842,0
461,0.477014236625398,0
462,-0.5033289158475731,0
463,0.10401134458365828,0
464,0.6164812062296412,0
465,0.2685060150986818,0
466,0.20606520831505296,0
467,0.258905686675002,0
468,0.2396185144354491,0
469,-0.06507164110163802,0
470,-0.8373331067633347,0
471,-0.9314858729145573,0
472,0.13743456500802245,0
473,-0.11589089413986561,0
474,0.9099345549326513,0
475,0.07414684993354513,0
476,1.0833239753685757,0
477,-0.41290113011998464,0
478,0.7271613553195216,0
479,0.25799726656712685,0
480,0.6878434752813394,0
481,-0.4126708285106528,0
482,-0.3805915437998717,0
483,-0.25552816640326625,0
484,0.7672028557688092,0
485,0.2660155504465862,0
486,0.6438909416400155,0
487,-0.5303822102640051,0
488,0.8456644322360578,0
489,0.6422966134345449,0
490,-0.29566840064680844,0
491,-0.3569823836818117,0
492,-0.017902666529159065,0
493,0.28805701632882474,0
494,-0.08160483720559036,0
495,0.3238654011168046,0
496,-0.5789074787907525,0
497,0.6719272744423096,0
498,0.601357939294599,0
499,0.4512622112019417,0
500,-0.5108235515888518,0
501,0.4913141641921165,0
502,-0.5499187407161019,0
503,0.6994626185498712,0
504,-0.6242596030061067,0
505,-0.09753598051768583,0
506,0.422846240171227,0
507,-0.5191795777340329,0
508,-0.9530285100444866,0
509,-0.259816842664125,0
510,-0.23880281490163227,0
511,-0.23047543768492454,0
512,0.0614940064700844,0
513,-0.03944790752389968,0
514,0.024708139945353834,0
515,-0.44100751614539846,0
516,-0.23152905155398246,0
517,0.20491321807309873,0
518,-0.4798441828201369,0
519,-0.5838378957473274,0
520,-0.03553223477157678,0
521,1.1105997578319755,0
522,1.079400512505925,0
523,-1.1942649331171453,0
524,-0.23883083149287462,0
525,-0.08826956531532726,0
526,-0.08024688727293143,0
527,-0.04278112474327317,0
528,-0.3207844929088403,0
529,-0.11788504800769184,0
530,-0.5991420359305182,0
531,-0.8252990068590581,0
532,-0.5747402912738652,0
533,-0.02030036186950784,0
534,0.3049313406985581,0
535,1.1631637537188446,0
536,-0.3515873824818139,0
537,0.4766902286588643,0
538,-0.04217207778544288,0
539,-0.1984437319500705,0
540,0.3295792200053084,0
541,-0.0820939221082002,0
542,-0.39449375805260306,0
543,-0.3740872816407361,0
544,-0.49808052459491037,0
545,-0.5489773068165147,0
546,0.21676934920738763,0
547,0.09335905682744747,0
548,-0.566892649268059,0
549,-0.7550673434746059,0
550,0.46567573180970084,0
551,-0.1064882191591723,0
552,-0.07791949162846637,0
553,-0.09387789658087357,0
554,-0.07719939355598647,0
555,-0.4663753739378684,0
556,0.5671645432513718,0
557,0.5275060413585028,0
558,0.0607855713661756,0
559,-1.3072492740308044,0
560,0.01145245441298393,0
561,0.012598735089827992,0
562,0.30290668319117925,0
563,0.23579062689181118,0
564,0.6010437371961971,0
565,-0.10747202423110903,0
566,-1.1847678833141988,0
567,0.9010097064879151,0
568,0.9743678455006515,0
569,0.2836249544831774,0
570,-0.8016790522813705,0
571,0.41900928213742417,0
572,-0.02604132906824837,0
573,-0.6128356561574542,0
574,0.35998238365132773,0
575,1.3205376200574293,0
576,0.07519770745948824,0
577,-0.008252758051700688,0
578,-0.5438957929367402,0
579,-0.20733580816749755,0
580,0.9336939513925862,0
581,-0.1437375871105988,0
582,-0.27288148160724063,0
583,-0.25722823800701056,0
584,0.16436373285277928,0
585,-0.5456308496260632,0
586,0.23508981664164666,0
587,-0.40503080938251307,0
588,0.32858324431434477,0
589,0.8595868497514311,0
590,-0.259698375527932,0
591,0.17122696712797264,0
592,0.4341309067857578,0
593,0.34763660470876445,0
594,0.2676031405724355,0
595,0.6576961198496687,0
596,-1.2164867361508487,0
597,-0.07280976509767863,0
598,-0.4699514428647679,0
599,0.20390081548248826,0
600,0.6893836726777278,0
601,0.1359262172081555,0
602,-0.2706688313267527,0
603,0.31250913834911026,0
604,1.1950256330789362,0
605,-0.10110423798101979,0
606,-0.06967557285411025,0
607,0.24000221035961636,0
608,-0.045719772869070786,0
609,0.4963977839595126,0
610,-0.5705828198597258,0
611,-0.26529228966025975,0
612,-1.197260474884165,0
613,0.19267347047838504,1
614,0.48791901482652345,1
615,-1.4338048185363303,1
616,-1.7044049868263371,1
617,0.5739770115676033,1
618,5.454016030006621,1
619,-0.6404278995867121,0
620,0.23696148532955938,0
621,-0.09766084166434048,0
622,-1.2607653387113622,0
623,0.4541403719893287,0
624,0.06875424793541414,0
625,-0.3672456982178461,0
626,-0.052531660428805055,0
627,-0.3099632058181313,0
628,0.6909359625899858,0
629,-0.42145474036596076,0
630,-0.8165125882017928,0
631,-0.024387612663208724,0
632,-0.3509562169307182,0
633,0.8811185719579175,0
634,-0.10114422677567,0
635,0.6649363321442485,0
636,-0.06134282797117547,0
637,-0.724984000696985,0
638,1.1788780329748114,0
639,-0.3234815250783671,0
640,-0.2377563179638227,0
641,0.6542239920778384,0
642,0.6351039108868691,0
643,0.3019549448101447,0
644,0.2634804424897749,0
645,0.9974145860938632,0
646,0.8553352812774532,0
647,0.49500402000801325,0
648,0.11641650125729182,0
649,-1.08571282086588,0
650,0.2093210179124287,0
651,-0.21163332499314028,0
652,0.9363124407451887,0
653,-0.04072648978554885,0
654,-0.0884404136179695,0
655,-0.1266809208126582,0
656,0.3274552890858155,0
657,-0.13581631707239888,0
658,0.37065037066072887,0
659,0.7305844290687349,0
660,0.11723712498613939,0
661,0.42992964681219864,0
662,0.3904230957047073,0
663,0.39910839222803923,0
664,-0.7214259765236762,0
665,-0.33964088149049143,0
666,0.24128977821073466,0
667,0.2726408370020694,0
668,0.1078869595383439,0
669,-1.1863403115266817,0
670,-0.45899189409386176,0
671,-0.9651650617487987,0
672,0.8742907988667737,0
673,-0.7619722914708734,0
674,0.08298996777918978,0
675,0.4308010532221361,0
676,-0.4285476264652425,0
677,-0.6295671524134584,0
678,-0.06412432059152588,0
679,-1.0923661910871478,0
680,-0.04927201951342603,0
681,-0.32646804002783725,0
682,0.1987477842506096,0
683,-1.0098966213263938,0
684,0.3255223984837398,0
685,0.496461434827916,0
686,-0.4328188864345709,0
687,0.18985956405932689,0
688,-0.024580707292399216,0
689,0.7967215802516336,0
690,0.38279890760749546,0
691,-0.03568830702710582,0
692,-0.8580491629331074,0
693,-0.671092576984889,0
694,-0.2324717626813838,0
695,-0.41797553682695004,0
696,-0.3308376978112924,0
697,0.57057091351253,0
698,0.09534368437632589,0
699,0.510647540231954,0
700,0.01152827707374434,0
701,-0.0615012154969757,0
702,-0.3407953050443894,0
703,-0.5944537793019282,0
704,0.07634745873663419,0
705,0.7053665153364015,0
706,-0.030998679924801525,0
707,0.3756182178372819,0
708,-0.4923054337518545,0
709,-0.16188508010033442,0
710,-0.009398947584449419,0
711,0.11476088877531461,0
712,-0.019359625384660524,0
713,-0.009542889973396716,0
714,-0.110875668991132,0
715,0.25312845263996875,0
716,0.20413630873153302,0
717,-0.19531475022112954,0
718,-0.41399187816974653,0
719,-0.38074482613563604,0
720,0.851447090489913,0
721,0.16575254160718456,0
722,0.46098908988824133,0
723,0.41223666288447436,0
724,0.04778064555803442,0
725,0.17241944422306232,0
726,0.8368521547915284,1
727,-3.009903061737754,1
728,0.8617482152871379,1
729,-1.349715864933652,1
730,-1.4682145844424148,1
731,0.5769467376756637,1
732,5.571849625669145,1
733,-3.374934825294489,1
734,-4.071727567393939,1
735,0.20643620134537022,1
736,-3.9940652457201247,1
737,-0.28643282387832647,1
738,-4.172626500139789,1
739,0.8993518446624198,1
740,-0.11777971222530492,1
741,-0.4636283274757608,0
742,2.430682115473304,1
743,0.3800314045424331,1
744,1.2573558676388354,1
745,-2.347510843976981,1
746,0.7459357551851276,1
747,-2.282249676253492,1
748,4.750186701793472,1
749,1.8504663274971518,1
750,0.3667637589668545,1
751,2.183834246747885,1
752,0.318512139954865,1
753,-0.08925352067883931,0
754,0.07662963206331888,0
755,-0.8977745150123038,0
756,-0.22117306550316435,0
757,0.11259284500572918,0
758,-0.36670103963372414,0
759,1.0461778080516781,0
760,-0.18069464285780512,0
761,0.12610556322780703,0
762,0.9939384182398328,0
763,0.39756719007948577,0
764,1.074160857330043,0
765,0.08052543226904649,0
766,-0.7560177415140262,0
767,-1.241122124186721,0
768,-0.6245825790463582,0
769,0.10762861582411413,0
770,0.46816153364411844,0
771,0.4992735743000532,0
772,-0.6670704387022379,0
773,-0.34039343349569967,0
774,0.2243833810802945,0
775,-1.1118691050998977,0
776,-0.4555215143198489,0
777,0.1090547014960574,0
778,0.08153034020823147,0
779,0.4619364623402982,0
780,0.04442525571426459,0
781,-0.16725639762120872,0
782,-0.45961409101055173,0
783,0.14551974966631195,0
784,-0.6055364597932855,1
785,1.5072588012001145,1
786,-2.7538526532773373,1
787,3.555630637111484,1
788,-1.449755233680031,1
789,-0.837976554262339,1
790,1.4108361301357497,1
791,1.2709714133749646,1
792,1.0578088469077345,1
793,-1.2386640509669187,1
794,-1.0860657426761031,0
795,-0.09453333585537249,0
796,0.3469292935576211,0
797,0.2132913668672779,0
798,0.47000327488266913,0
799,-0.1914658586773974,0
